A1BG
CPE
CLDN4
CPM
CPN2
CPOX
CPS1
CPT1A
CPT2
CR1
CRABP1
CRABP2
CRAT
CREB1
ATF2
CREBL2
CREM
CRH
CRHBP
CRHR2
CRIP1
CRIP2
CRKL
CRMP1
HAPLN1
CRY1
CRY2
CRYAB
CRYBA2
CRYBB1
CRYBB2P1
CRYGA
CRYGD
CRYGS
CRYM
CRYZ
CS
MAPK14
CSE1L
CSF1
CSF1R
CSF2RA
CSF2RB
CSF3R
CSH1
CSN1S1
CSNK1G2
CSNK1G3
CSNK2A2
VCAN
NCAN
CSPG4
CSRP1
CSRP2
CST3
CST5
CSTB
CSTF1
CSTF3
CTBS
CTBP1
CTBP2
CTF1
CCN2
CTH
CTNNA1
CTNNA2
CTNS
CTNNB1
CTNND2
CTPS1
CTRL
CTSB
CTSD
CTSH
CTSK
CTSL
CTSV
CTSO
CTSS
CTSZ
CUX1
CX3CR1
CXADR
CYB5A
CYB561
CYBA
CYBB
CYC1
CYP1A1
CYP1B1
CYP2C8
CYP2D7
CYP2E1
CYP2J2
CYP4B1
CYP11A1
CYP26A1
CYP27A1
CYP51A1
DAB1
DAB2
DACH1
DAD1
CD55
DAG1
DGKA
DGKB
DGKG
DAO
DAP
DAPK1
DAPK3
DARS
BRINP1
DBH
DBI
DBN1
DBP
DBT
DCC
ECI1
DCK
DCN
DCTD
ACE
DCTN1
DCX
DDB1
DDB2
DDC
AKR1C1
GADD45A
DDIT3
DDOST
DDX1
DDX5
DMXL1
DHX8
DHX9
DDX10
DDX11
DHX15
DECR1
DEFA5
DES
CFD
DFFB
TIMM8A
GSDME
COCH
DGUOK
DHCR7
DHCR24
DHODH
DHPS
CYB5R3
NQO1
DIAPH1
DIAPH2
DIO2
DIO3
DLAT
DLD
DLG1
DLG2
DLG3
DLG4
DLX1
DLX2
DLX5
DLX6
DMBT1
DMD
SARDH
DNM1
DMPK
DMWD
DNA2
DNAH5
DNAH6
DNAH9
DNASE1L1
DNASE1L2
DNASE2
DYNC1H1
DYNC1I1
DYNC1I2
DYNC1LI2
DNM2
DNMT1
TRDMT1
DNMT3B
DOCK1
DOK1
DXO
DPAGT1
DPP4
DPP6
DPT
DPYD
DPYS
DPYSL2
DPYSL3
DRD1
DRD2
DRD3
ARID3A
DRP2
ATN1
DSC2
RCAN1
TSC22D3
DSP
SLC26A2
DTNA
DTNB
HBEGF
DTX1
DTYMK
ECM2
DUSP1
DUSP2
DUSP3
DUSP4
DUSP6
DUSP7
DUSP8
DUSP9
DUT
DVL1
DVL2
DYRK1A
TOR1A
E2F1
E2F3
E2F5
E2F6
E4F1
EBF1
GPR183
ECE1
TYMP
ECHS1
ECM1
ECT2
EDA
S1PR1
LPAR1
S1PR3
EDN1
EDN3
EDNRA
EDNRB
PHC2
EEF1A1
EEF1A2
EEF1B2
EEF1D
EEF1G
EEF2
EIF2D
EFNA1
EFNA2
EFNA3
EFNA4
EFNA5
EFNB1
EFNB2
EFNB3
EGF
CELSR3
CELSR2
MEGF8
MEGF9
EGFR
EGR1
EGR2
EGR3
EGR4
EIF1AX
EIF2S1
EIF2B1
EIF4A2
EIF4E
EIF4EBP1
EIF4EBP2
EIF4G1
EIF4G2
EIF5
EIF5A
SERPINB1
ELAVL2
ELAVL3
ELAVL4
ELF1
ELF2
ELF4
ELK1
ELK3
ELN
EML1
EMP1
EMP2
EMP3
EMX1
EMX2
EN2
ENDOG
ENG
ENO1
ENO2
ENO3
ENSA
SLC29A1
EPAS1
EPB41
EPB41L2
DMTN
STOM
EPHA3
EPHA4
EPHA5
EPHA7
EPHA8
EPHB1
EPHB2
EPHB3
EPHB6
EPHX1
EPHX2
STX2
CLN8
EPOR
EPRS
EPS8
EPS15
NR2F6
ERBB2
ERBB3
ERBB4
ERCC1
ERCC2
EYA4
ERCC3
ERCC4
ERF
ERG
ESD
ESRRA
ESRRB
ESRRG
ETF1
ETFA
ETFB
ETFDH
ETS1
ETS2
ETV1
ETV3
ETV4
ETV5
ETV6
EVI2A
EVI2B
EXT1
EXT2
EXTL1
EXTL2
EXTL3
EYA1
EYA2
EYA3
EZH1
EZH2
F2R
F2RL2
F3
F5
F7
F8
F10
F11
F12
F13A1
FAAH
FABP4
FABP1
FABP3
FABP5
FABP6
FABP7
FANCA
FANCC
FANCD2
FANCE
ACSL1
ACSL3
ACSL4
FAH
PTK2B
BPTF
FANCB
FANCG
FAP
FBLN1
FARSA
FASN
FAT1
FAU
FBLN2
FBN1
EFEMP1
FBP1
FCER1G
FCGR1B
FCGR2A
FCGR2B
FCGR3A
FCGR3B
FCGRT
FKTN
FDFT1
FDPS
FDX1
FDXR
FECH
FEN1
GPC4
FER
FES
FGF1
FGF2
FGF5
FGF7
FGF9
FGF12
FGF13
FGF14
FGFR1
FGFR3
GPC5
FGFR2
FGL1
FGR
FH
FHIT
FHL1
FHL2
FHL3
FKBP1A
FKBP1B
FKBP2
FKBP4
FKBP5
FOXF1
FOXF2
FOXC1
FOXD4
FOXE3
FOXJ1
FOXC2
FOXD2
FOXS1
FOXO1
FLI1
FLII
FLNA
FLNB
FLNC
FLOT2
FLT1
FLT3
FLT3LG
FLT4
FMO2
FMO3
FMO4
FMO5
FMOD
FMR1
AFF2
FN1
FNTA
FOLH1
FOLR1
FOLR2
FOS
FOSB
FOSL2
FPGS
FPR1
FXN
FRK
FRG1
FRZB
FTL
FUCA1
FUCA2
GAST
FUS
FUT4
FUT8
KDSR
ACKR1
FYB1
FYN
FZD2
IFI6
G6PD
SLC37A4
XRCC6
GAA
GAB1
GABBR1
GABPA
GABPB1
GABRA1
GABRA2
GABRA3
GABRA4
GABRA5
GABRB1
GABRB2
GABRB3
GABRD
GABRE
GABRG1
GABRG2
GABRG3
GAD1
GAD2
GAK
GALC
GALE
B4GALNT1
GALK2
GALR1
GALNT1
GALNT3
GALT
GAMT
GANC
GAP43
GAPDH
LRRC32
GARS
GART
GAS1
GAS2
GAS6
GAS8
GATA1
GATA2
GATM
GBA
NIPSNAP2
GBE1
GBP1
GBP2
GBP3
GBX2
GCDH
GCH1
GCHFR
GCK
KAT2A
GCNT1
GCSH
GDF10
GDI1
GDI2
GDNF
GEM
GFAP
GFER
GFPT1
GFRA1
GFRA2
GFRA3
GGCX
GGT1
GGT3P
GGTA1P
B4GALT1
GGT7
GGT5
GHR
GHRH
GIPR
GJA1
GJA4
GJB1
GJB2
GJB5
GK
GK3P
GLA
GLB1
GCLC
GCLM
GLDC
GLE1
GLI1
GLI2
GLI3
GLRA2
GLRB
GLS
GLRX
GLUD1
GLUL
GM2A
GMFB
GMPR
GNA11
GNA12
GNA15
GNAI1
GNAI2
GNAI3
GNAL
GNAO1
GNAQ
GNAS
GNAZ
GNB1
GNB2
GNB3
GNG3
GNG4
GNG5
GNG10
GNG11
GNL1
GNRH1
GNRH2
GNS
GOLGA1
GOLGA3
GOLGA4
GOLGB1
GOT1
GOT2
SFN
GPC1
GPD1
GPD2
GPI
GPLD1
GPM6A
GPM6B
GPR1
CCR10
GPR4
GPR6
NPBWR2
GPR17
GPR19
GPR20
GPR21
GPR22
LPAR4
MCHR1
GPR26
GPR27
GPER1
GPR34
GPR37
GPR39
FFAR1
GRK4
GRK5
GRK6
MKNK2
GPS1
GPT
GPX1
GPX3
GPX4
GPX7
GRB2
GRB7
GRB10
GRB14
RAPGEF1
GRIA1
GRIA2
GRIA3
GRIA4
GRID1
GRID2
GRN
GRIK1
GRIK2
GRIK3
GRIK4
GRIK5
GRIN1
GRIN2A
GRIN2B
GRIN2C
GRIN2D
GRINA
NR3C1
ARHGAP35
GRM1
GRM2
GRM3
GRM4
GRM5
GRM6
GRM7
GRM8
CXCL1
CXCL2
GRP
PDIA3
GRPR
GRSF1
GSK3A
GSK3B
GSN
GSR
GSS
GSTA4
GSTM1
GSTM2
GSTM3
GSTM4
GSTM5
GSTP1
GSTT1
GSTZ1
MSH6
GTF2A1
GTF2A2
GTF2B
GTF2E2
GTF2F1
GTF2F2
GTF2H4
GTF3A
BRF1
GTF3C1
GUCY1A2
GUCA1A
GUCA1B
GUCY1A1
GUCY1B1
GUCY2F
GUSB
GYG1
GYPC
GYPE
GYS1
GZMH
GZMA
GZMB
GZMM
H1F0
HIST1H1C
HIST1H2AD
H2AFX
H2AFZ
HIST1H2BD
H3F3B
HIST1H1A
HSD17B10
HAGH
HADHA
HADHB
HADH
HARS
HAS1
HAS3
HBA1
HBA2
HBB
HBE1
HBQ1
HCCS
HCFC1
HCK
HCLS1
HCRTR1
HCRTR2
HTT
HDAC1
HDAC2
HDC
HDGF
HDLBP
HELLS
HEXA
HEXB
CFH
HGD
HGF
HGFAC
NRG1
HHEX
HIC1
HIP1
UBE2K
HINT1
HIVEP1
HIVEP2
HK1
HK2
HLA-A
HLA-B
HLA-C
HLA-DMA
HLA-DMB
HLA-DOA
HLA-DPA1
HLA-DPB1
HLA-DQA1
HLA-DQA2
HLA-DQB1
HLA-DRA
HLA-DRB1
HLA-DRB5
HLF
HLA-E
HLA-F
HLA-G
HLA-H
HLA-J
MR1
HLCS
HMBS
HMGB1
HMGB2
HMGB3
HMGN1
HMGN2
HMGCR
HMGCS1
HMGA1
HMMR
HMOX1
HMOX2
NR4A1
HMX1
ONECUT1
HNMT
SLC29A2
HNRNPA2B1
HNRNPC
HNRNPF
HNRNPH1
HNRNPH3
HNRNPL
HNRNPU
TLX2
HPCA
HOXB7
HOXD1
HOXD3
HPCAL1
HPD
HPGD
HPN
HPR
HPRT1
HPS1
HRAS
AGFG1
AGFG2
HRH1
HRC
HRH2
PRMT2
PRMT1
HES1
HSBP1
HSD11B1
HSD11B2
HSD17B3
HSD17B4
HSF2
HSF4
DNAJB2
DNAJA1
HSPA1A
HSPA1L
HSPA2
HSPA4
HSPA5
HSPA6
HSPA8
HSPB1
HSPB2
IGSF3
HSP90AB1
HSPD1
HSPE1
DNAJB1
DNAJC4
NDST1
FOXN2
HTR1A
HTR1B
HTR1D
HTR1E
HTR1F
HTR2A
HTR2B
HTR2C
HTR3A
HTR4
HTR5A
HTR7
TNC
HYAL1
IARS
ICA1
ICAM1
ICAM2
ICAM3
IRF8
MRPL58
ID1
ID2
ID3
ID4
IDE
IDH1
IDH2
IDH3A
IDH3B
IDH3G
IDI1
IDS
CFI
IFI16
IFI27
IFI35
SP110
IFIT2
IFIT1
IFIT3
IFNAR2
IFNGR1
IFNGR2
IFRD1
IGBP1
IGF1
IGFALS
IGFBP1
IGFBP2
IGFBP3
IGFBP4
IGFBP5
IGFBP6
IGFBP7
CCN1
IGHMBP2
IGSF1
IHH
IKBKB
IL1B
IL1R1
IL1RAP
IL3RA
IL4R
IL6R
IL6ST
IL7R
CXCL8
IL10RA
IL10RB
IL11
IL11RA
IL12RB2
IL13RA1
IL13RA2
IL15
IL15RA
IL18
FOXK2
ILF2
ILF3
ILK
IMPA1
IMPA2
IMPDH1
IMPG1
INCENP
IDO1
ING1
ING2
INHA
INHBA
INHBB
INPP1
INPP4A
INPP5A
INPP5B
INPP5D
INPPL1
INSIG1
INSM1
INSR
EIF3E
IPP
IPW
IRAK1
ITGA6
IRF2
IRF3
IRF5
IRF7
IRS1
ISG20
ISL1
ISLR
ITGA1
ITGA2
ITGA2B
ITGA3
ITGA4
ITGA5
ITGA7
ITGA9
ITGAE
ITGAL
ITGAM
ITGAV
ITGAX
ITGB1
ITGB2
ITGB3
ITGB4
EIF6
ITGB5
ITGB7
ITGB8
ITIH2
ITIH3
ITIH4
ITPA
ITPK1
ITPKA
ITPKB
ITPR1
ITPR2
ITPR3
IVD
JAG2
JAK1
JAK2
JAK3
JARID2
JUN
JUNB
JUND
JUP
ANOS1
CD82
KARS
KCNA1
KCNA2
KCNA3
KCNA4
KCNA5
KCNA6
KCNB1
KCNC1
KCNC2
KCNC3
KCNC4
KCND2
KCND3
KCNF1
KCNG1
KCNH1
KCNH2
KCNJ1
KCNJ2
KCNJ3
KCNJ4
KCNJ5
KCNJ6
KCNJ8
KCNJ9
KCNJ10
KCNJ11
KCNJ12
KCNJ13
KCNJ14
KCNJ16
KCNK1
KCNK2
KCNK3
KCNMA1
KCNMB1
KCNN1
KCNN2
KCNN3
KCNN4
KCNQ1
KCNQ2
KCNQ3
KCNS1
KCNS2
KCNS3
KDR
KHK
KIF2A
KIF3C
KIF5A
KIF5B
KIF5C
KIFC3
KIT
KLKB1
KLRC1
KLRC2
KLRC3
KNG1
KLC1
KIF11
KIF25
KIF22
KPNA2
KPNA3
KPNA4
KPNA5
TNPO1
IPO5
KRAS
KRTAP5-9
KRT5
KRT10
KRT17
KRT19
KRT31
KRT33B
KRT83
KRT86
KTN1
L1CAM
LAG3
LAIR1
LAIR2
LAMA2
LAMA3
LAMA4
LAMA5
LAMB1
LAMB2
LAMB3
LAMC1
LAMP1
LAMP2
RPSA
STMN1
LASP1
LBR
LCAT
LCN1
LCP1
LCP2
LDHA
LDHB
LDHC
LDLR
LEPR
LETM1
LFNG
LGALS1
LGALS2
LGALS3
LGALS3BP
LGALS4
LGALS8
LGALS9
LIFR
LIG1
LIG4
ABLIM1
LIMK1
LIMK2
LIMS1
LIPA
LIPC
LIPE
FADS1
LLGL2
FADS3
LLGL1
LMAN1
LMNA
LMNB1
LMO1
LMO2
LMO7
VWA5A
LOR
LOXL1
LOXL2
LPA
LPL
LPP
LRP1
LRP2
LRP3
LRP4
LRP6
LRP5
LRPAP1
LSAMP
LSP1
LSS
LTA4H
LTB
LTBP1
LTBP3
LTBR
LTC4S
LTF
LTK
BCAM
LUM
LY6E
LY6H
LY75
LYL1
LYN
TM4SF1
EPCAM
CAPRIN1
NBR1
MARCKS
MXD1
MAD2L1
SMAD1
SMAD2
SMAD3
SMAD5
SMAD6
SMAD7
SMAD9
MAF
MAFG
MAG
MAGEB2
MAGOH
MAL
MAN1A1
MAN2A2
MAN2C1
MAN2A1
MAN2B1
MANBA
MAOA
MAOB
MAP1A
MAP1B
MAP2
MAP4
MAP6
MAPT
MARK1
MARS
MAS1
MAT1A
MAT2A
MATK
MATN1
MATN2
MATN3
MAX
MAZ
MBD1
MBNL1
MBP
MC1R
MC4R
MCAM
MCC
CHST6
MCF2
MCL1
MCM2
MCM3
MCM4
MCM5
MCM6
MCM7
CD46
ADAM11
DNAJB9
MDH1
MDH2
MDK
MDM2
MDM4
ME1
MEA1
MEF2A
MEF2C
MEF2D
MEIS1
MEIS2
MEIS3P1
MAP3K1
MAP3K3
MAP3K4
MAP3K5
RAB8A
MEN1
MEST
MET
METTL1
MFAP1
MFAP3
MFAP4
MFGE8
MELTF
MFNG
MGAT1
MGAT2
MGAT3
MGAT5
MIA2
KITLG
MGP
MGST1
MGST2
MGST3
CIITA
CD99
MICB
MID1
CXCL9
MIP
MITF
MKLN1
MLF1
MAP3K9
MAP3K11
MLLT1
AFF1
MLLT3
MLLT6
FOXO4
NR3C2
MME
MMP14
MMP15
MMP16
MMP17
MMP19
ALDH6A1
MN1
MNDA
MNT
MOBP
MOCS1
MOCS2
MOG
MOV10
CD200
MPI
MPL
MPO
MPP1
MPP2
MPP3
MPST
MRC1
MRE11
ABCC1
MYO1B
CITED1
MSH2
MSH3
MSN
MSR1
MSRA
MST1
MST1R
MSX1
MT1A
MT1E
MT1F
MT1G
MT1JP
MT1M
MT1L
MT1X
MT2A
MTAP
MTF1
NUDT1
MTHFD1
MTHFR
MTIF2
MTM1
MYO1F
MTTP
MTR
MTRR
MTX1
MUC1
MUC6
TRIM37
MMUT
MUTYH
MVD
MVK
MX1
MX2
MXI1
MYB
MYBL1
MYBPC1
MYBPC2
MYBPH
MYC
MYCL
MYCN
MYD88
GADD45B
MYH3
MYH7
MYH9
MYH10
MYH11
MYL3
MYL5
MYL6
MYLK
MYO1A
MYO1C
MYO1D
MYO1E
MYO5A
MYO5B
MYO6
MYO7A
MYO9B
MYO10
PPP1R12A
MYT1
NAB1
NAB2
NACA
NAGA
NAGLU
HNRNPM
NAIP
NAP1L1
NAP1L2
NAP1L3
NARS
NASP
NUBP1
NBN
NCAM1
NCAM2
NCF2
NCL
NDN
NDP
NDUFA4
NDUFA5
NDUFA6
NDUFA7
NDUFA8
NEB
NDUFA9
NDUFA10
NDUFAB1
NDUFB2
NDUFB3
NDUFB6
NDUFB8
NDUFB9
NDUFC1
NDUFC2
NDUFS1
NDUFS2
NDUFS3
NDUFV1
NDUFS4
NDUFS5
NDUFV2
DRG1
NEDD4
RPL10A
NEDD8
NEDD9
NEFM
NEFH
NELL1
NEFL
NEK1
NEK2
NEK3
NELL2
NEO1
NEU1
NEUROD1
NEUROD2
NF2
NFATC1
NFATC2
NFIA
NFATC3
NFATC4
NFE2
NFE2L1
NFE2L2
NFIB
NFIC
NFIL3
NFIX
NFKB1
NFKBIA
NFKBIB
NFKBIE
NFRKB
NFX1
NFYA
NFYB
NFYC
NGFR
SNU13
NHS
NID1
NINJ1
NINJ2
NIT1
NKG7
NKTR
NKX2-2
NKX3-1
NKX6-1
NNAT
NMB
NME1
NME3
NME4
NQO2
NMT1
NNMT
NOP2
NOS1
NOS2
NOS3
CNOT4
NOTCH1
NPY
NOTCH2
NOTCH4
CCN3
NOVA1
NOVA2
PNP
NPAS1
NPAS2
NPC1
NPHP1
NPHS1
NPM1
NPPA
NPPB
NPPC
NPR2
NPR3
NPTX1
NPTX2
NPY1R
NPY2R
NPY6R
NPY5R
SLC11A2
NRAP
NRAS
NRCAM
NRDC
NRF1
NRGN
YBX1
NSF
NT5E
NTF3
NTHL1
NTRK2
NTRK3
ROR1
ROR2
DDR2
NTS
NTSR1
NUCB2
NUMA1
NUP98
NR4A2
NVL
GPR143
OAS1
OAS2
OAS3
OAT
TBC1D25
OAZ1
OAZ2
OCA2
OCRL
ODC1
ODF2
OMD
OGDH
OGG1
OGN
OLR1
OMG
OPA1
TNFRSF11B
OPHN1
OPRD1
OPRK1
OPRL1
OPRM1
OR1F1
OR3A2
ORC2
ORC4
SLC22A18
OSM
CLDN11
OTX1
OTX2
OVGP1
OXA1L
OXCT1
OXTR
P2RX4
P2RX5
P2RX7
P2RY1
P2RY2
P2RY6
P4HA1
PA2G4
PABPC3
FURIN
PCSK6
PAFAH1B1
PAFAH1B2
PAFAH1B3
PAFAH2
PRDX1
PAH
SERPINB2
PAK1
PAK2
PAK3
PALM
PAM
CNTN3
PAPPA
PRKN
PARN
PAWR
PAX2
PAX6
PAX7
PDCL
PBX1
PBX3
PC
PCBD1
PCCA
PCCB
PCDH1
PCDHGC3
PCDH7
PCDH8
PCDH9
PCK1
PCK2
PCM1
PCMT1
PCNA
PCNT
PCOLCE
CHMP1A
PCP4
PCSK1
PCSK5
PCSK2
PDCD1
PDCD2
PDE1A
PDE1C
PDE2A
PDE3A
PDE3B
PDE4A
PDE4B
PDE4C
PDE4D
PDE6D
PDE6H
PDE7A
PDE8A
PDE9A
PDE1B
PDGFA
PDGFB
PDGFRA
PDGFRL
PDE6B
PDGFRB
PDHA1
PDHB
PDK1
PDK2
PDK3
PDK4
ENPP1
ENPP2
PDPK1
SLC26A4
PDYN
PECAM1
SERPINF1
PENK
PEPD
PER1
GATB
PEX1
PEX6
PEX10
PEX12
PEX13
PEX14
PFAS
CFP
PFDN1
PFDN2
PFDN4
PFDN5
ATP8B1
PFKFB2
PFKFB3
PFKFB4
VIT
PFKM
PFKP
PFN1
PFN2
PGAM1
PGAM2
PGC
PGD
PGGT1B
PGK1
PGM1
PGM3
PGM5
ABCB1
PHB
SLC25A3
PHEX
PHF1
PHF2
PHKA1
PHKA2
PHKB
PHKG1
PHKG2
PHYH
SERPINA1
PI3
SERPINB6
SERPINE2
SERPINB8
SERPINB9
SERPINI1
SERPINI2
PIGA
PIGF
PIGH
PIK3C2A
PIK3C2B
PIK3C3
PIK3CB
PIM1
PIK3CD
PIK3CG
PIK3R1
PIK3R2
PI4KA
PI4KB
PIN1
PIN4
PITPNA
PKD1
PKD2
PKLR
PKM
PKNOX1
PKP2
PLA2G4A
PLA2G5
PLAG1
PLAGL1
PLAGL2
PLAT
PLAU
PLAUR
PLCB2
PLCB4
